row_id,truth_class,confidence,reason
b1561,w,high,"update own metadata template"
b0939,w,high,"delete own event logs"
b1743,x,high,"road 2 create board list"
b1002,x,low,"rule 4 role authorization bundle toggle"
b1522,x,high,"road 2 create metadata instance"
b1188,w,high,"rule 7 subscribe own relation"
b0410,x,high,"rule 4 remove collaborator access"
b1808,w,low,"own record delete summary text contradicts method"
b1728,w,high,"update own milestone record"
b0242,x,high,"road 1a accept notifies organizer"
b0648,w,high,"update own aggregate record"
b0837,x,high,"rule 2 change roles and passwords for others"
b1760,w,high,"delete own environment no viewer stated"
b1092,w,high,"delete own screen definition"
b1436,w,high,"rule 7 own subscribe preference"
b1215,x,high,"road 2 create upload channel"
b0922,w,low,"rule 3 no explicit reach federated identity"
b1420,w,high,"update own board"
b0887,w,low,"rule 3 no explicit reach admin realm action"
b0587,x,high,"cascade removes access of all org members"
b1699,w,low,"rule 4 container transfer no access text"
b1486,x,high,"road 2 create storage policy assignment"
b1204,x,high,"road 2 create node copies"
b1714,x,high,"road 2 create own ssh key"
b1219,x,high,"road 2 create login session"
b0439,w,high,"rule 7 star own repo"
b0957,x,high,"rule 2 delete imported user accounts"
b1635,w,high,"delete own hook definition"
b1286,x,high,"road 2 create system keypair"
b0350,w,high,"rule 7 unstar own repo"
b0771,x,high,"rule 12 execute service each call"
b0609,w,high,"delete own manufacturer records"
b1770,w,low,"rule 2 modify member plain details unspecified"
b1062,r,high,"road i post that only reads autocomplete data"
b0349,w,low,"rule iii edit own repo review status"
b0579,w,low,"rule 4 own group app association"
b1702,w,high,"rule 7 unsubscribe own relation"
b1207,w,high,"rule 7 mark own favorite"
b0531,x,high,"road 1a distributes build to testers"
b0091,w,high,"rule 4 own variable visibility scope"
b1581,w,low,"rule 3 no explicit reach own comment"
b0488,w,high,"delete own release store record"
b1407,w,high,"delete own action record"
b1352,w,high,"update own check item state"
b1464,x,high,"road 2 create card from check item"
b0408,w,high,"edit own wiki page"
b1426,w,high,"update own list"
b0472,x,high,"road 1b transfers app to another org"
b1654,w,high,"rule 4 own integration config"
b1688,x,low,"assumed create token session no description"
b1274,x,high,"rule 4 reassigns room access permissions"
b0250,x,high,"road 2 create task group overrides rule 4"
b1601,x,high,"road 2 create metadata template"
b0970,w,high,"delete own admin event logs"
b0926,w,high,"rule 5 own instance cache clear"
b1047,w,high,"set own project avatar"
b1133,w,low,"rule 3 default own columns reset ambiguous admin"
b0272,x,low,"rule 8 public sign in page exposure"
b0364,x,high,"rule 12 import migrate repo road 2"
b0976,w,high,"update own idp mapper"
b1494,x,high,"road 2 create metadata instance"
b0484,w,high,"rule iii sets existing own avatar"
b1773,w,high,"delete own webhook definition"
b0302,w,high,"edit own release attachment"
b0138,w,high,"rule 4 delete own restriction definition"
b0880,w,high,"delete own authenticator config"
b1216,x,high,"road 2 generate new download token"
b1247,w,high,"rule 7 own subscription relation"
b0303,x,high,"road 2 create webhook"
b0240,x,high,"road 2 create own record"
b1179,w,high,"rule 5 admin config classification policies"
b0666,w,high,"update own inventory item"
b0448,w,high,"delete own branch protection config"
b0663,x,high,"road 2 create module type"
b1332,x,high,"road 2 create checklist"
b0155,w,high,"delete own content type record"
b0537,x,high,"rule 4 revokes invitee pending access"
b0528,x,high,"road 1a resend invite notification"
b1449,x,high,"rule 4 remove member from board"
