row_id,truth_class,confidence,reason
166,w,high,"own annotation"
167,w,high,"own endpoint transformation code"
168,w,high,"own application record"
169,w,high,"adds own API to own project"
170,w,high,"own notification profile"
171,w,high,"own texml application"
172,w,low,"edits own porting order details"
173,w,high,"own package"
174,w,high,"own saved search"
175,w,high,"own list position"
176,w,high,"own saved search name"
177,w,high,"own org board visibility preference"
178,x,low,"unblock changes another user's access"
179,w,low,"own paging policy step"
180,w,high,"own album"
181,w,high,"own album membership"
182,w,high,"own profile picture"
183,w,high,"own device snmp config"
184,w,high,"own SKU specification"
185,w,high,"own stored client profile data"
186,x,high,"order status change; async external notification"
187,?,low,"no operationId or summary; effect unclear"
188,w,low,"deletes own model data bundle"
189,x,low,"revokes group invite link others hold"
190,x,high,"removes another person's ownership rights"
191,x,low,"creates receipts for other users each call"
192,w,high,"own quote source language"
193,x,high,"removes another user's calling plan"
194,x,low,"deletes another user's TSP account"
195,x,high,"cancels sub account's paid plan; billing"
196,w,high,"own zoom rooms location settings"
197,w,high,"own event trigger config"
198,x,high,"closes period; cannot be re-closed"
199,x,high,"denies another entity's connection request"
200,w,low,"own rate plan charge record"
