set,repo,path,method,operationId,gt_class,callbacks_present,desc_mentions_callback,description,doc_has_webhooks,doc_oauth2_flows_with_scopes,doc_security_scheme_external_ref,doc_top_level_security,has200,has201,has202,has204,has_description,has_operationId,has_summary,idempotency_header_param,party_id_param,requestBody_media_type,requestBody_party_money,requestBody_present,requestBody_props,resolved,resource_schema_found,resource_schema_from,resource_schema_party_field,resource_schema_props,security_present,security_scheme_count,security_scopes,status_codes,summary,x_extension_keys
camara,BlockchainPublicAddress,/blockchain-public-addresses,POST,bindBlockchainPublicAddress,x,false,false,"Binds Blockchain Public Address to a mobile phone number. If the mobile phone number is already bound to a Blockchain Public Address, this operation will add a new bound Blockchain Public Address to the mobile phone number. This operation is intended to be used with a 3-legged Access Token, and the indicated mobile phone number must belong to the user identified by its `sub` in the Access Token; this is because only the user of the mobile phone number must be able to perform the bind. Specifically for this functionality, when a binding operation indicates a `blockchainNetworkId` not allowed by",false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,true,true,phoneNumber|blockchainPublicAddress|blockchainNetworkId|currency|nonce|signature,true,false,,false,,true,1,blockchain-public-address:create,201|400|401|403|404|409|422|429,Binds Blockchain Public Address to a mobile phone number,
camara,BlockchainPublicAddress,/blockchain-public-addresses/retrieve-blockchains,POST,retrieveBlockchainPublicAddress,r,false,false,"Retrieves Blockchain Public Address associated with a mobile phone number. This operation can be accessed in 3-legged and in 2-legged, notice that the mobile phone number used as input need not be related with the user or mobile phone number to which the Access Token is associated; this is because the operation is intended to be used to manage Blockchain Public Address of any mobile phone number, in order to perform send or request crypto operations.",false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber,true,false,,false,,true,1,blockchain-public-address:read,200|400|401|403|404|429,Retrieves Blockchain Public Address associated with a mobile phone number.,
camara,BlockchainPublicAddress,/blockchain-public-addresses/{id},DELETE,deleteBlockchainPublicAddress,w,false,false,"Unbinds Blockchain Public Address to a mobile phone number. This operation is intended to be used with a 3-legged Access Token; this is because only the user of the mobile phone number must be able to perform the unbind. Note: Due to this, the API Server must validate that the `id` included in the request refers to a bind for a mobile phone number belonging to the user identified by its `sub` in the Access Token.",false,false,false,false,false,false,false,true,true,true,true,false,false,,false,false,,true,false,,false,,true,1,blockchain-public-address:delete,204|400|401|403|404|429,Unbinds Blockchain Public Address association to a mobile phone number,
camara,BlockchainPublicAddress,/nonce,POST,createBlockchainPublicAddressValidationNonce,x,false,false,Generates a one-time nonce (i.e. challenge) associated to a specific Blockchain Public Address to allow for enhanced validation as per defined in `bindBlockchainPublicAddress` operation of CAMARA Blockchain Public Address API.,false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,false,true,blockchainPublicAddress,true,false,,false,,true,1,blockchain-public-address-validation:create,201|400|401|403|429,Generates a one-time nonce associated to a specific Blockchain Public Address,
camara,CallForwardingSignal,/call-forwardings,POST,retrieveCallForwarding,r,false,false,"This endpoint provides information about which type of call forwarding service is active. More than one service can be active, e.g. conditional and unconditional. This endpoint exceeds the main scope of the Call Forwarding Signal API, for this reason an error code 501 can be returned.",false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber,true,false,,false,,true,1,call-forwarding-signal:call-forwardings:read,200|400|401|403|404|422|429|501,Retrieve the information about the type of call forwarding service active on a phone number (PhoneNumber),
camara,CallForwardingSignal,/unconditional-call-forwardings,POST,retrieveUnconditionalCallForwarding,r,false,false,"This endpoint provides information about the status of the unconditional call forwarding, being active or not.",false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber,true,false,,false,,true,1,call-forwarding-signal:unconditional-call-forwardings:read,200|400|401|403|404|422|429,Retrieve the information about the status of the unconditional call forwarding service on a phone number (PhoneNumber),
camara,CapabilitiesAndRuntimeRestrictions,/retrieve,POST,postServiceCapability,x,true,false,"Returns service capability information tailored to the consumer's context, including active/inactive restrictions and mapping metadata. Successful response is with sets of restrictions based on consumer context, along with a restriction mapping assigning bit positions, capability identifiers, and a mapping version. It includes response with initial bitmaps which should be enforced on the API consumer side.",false,false,true,false,false,true,false,false,true,true,true,false,false,application/json,false,true,queries|subscriptionRequest,true,false,,false,,true,1,camara-capability:read,201|304|400|401|403|404|500|503,Retrieve tailored service capabilities based on consumer context,
camara,CarrierBillingCheckOut,/payments,GET,retrievePayments,r,false,false,"Retrieve a list of payments and their details based on some filtering criteria. Regardless the payment criteria provided, response MUST be always limited to payments performed by the API client (i.e same oAuth credentials) triggering this request. This is to guarantee no API client can check payments performed by other, therefore avoiding any legal or privacy topic. When Access Token is issued for a given user phone number, the list of payments returned would be only the ones associated to that user phone number and API client. When Access Token is not associated to a user phone number, theref",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/payments,false,paymentId|amountTransaction|paymentStatus|paymentCreationDate|paymentDate|sink,true,1,carrier-billing:payments:read,200|400|401|403|429,Get a list of payments,
camara,CarrierBillingCheckOut,/payments,POST,createPayment,x,true,false,Create a new payment for subsequent charging to an end user. Carrier Billing Server will apply the charging according to business configuration for the end user.,false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,true,true,amountTransaction|sink|sinkCredential,true,true,/payments,false,paymentId|amountTransaction|paymentStatus|paymentCreationDate|paymentDate|sink,true,1,carrier-billing:payments:create,201|400|401|403|404|409|422|429,Create a new Payment,
camara,CarrierBillingCheckOut,/payments/prepare,POST,preparePayment,x,true,false,Prepare a new payment procedure. Carrier Billing Server will apply the charging according to business configuration for the end user.,false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,true,true,amountTransaction|sink|sinkCredential,true,false,,false,,true,1,carrier-billing:payments:create,201|400|401|403|404|409|422|429,Prepare (reserve) a payment,
camara,CarrierBillingCheckOut,/payments/{paymentId},GET,retrievePayment,r,false,false,"Retrieve payment details for a given payment. When Access Token is issued for a given user phone number, the payment details would be returned in case the `paymentId` is associated to that user phone number and API client, otherwise `404 NOT_FOUND` will be returned. When Access Token is not associated to a user phone number, the payment details are returned in case the API client managed that payment.",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/payments/{paymentId},false,paymentId|amountTransaction|paymentStatus|paymentCreationDate|paymentDate|sink,true,1,carrier-billing:payments:read,200|400|401|403|404|429,Get payment details,
camara,CarrierBillingCheckOut,/payments/{paymentId}/cancel,POST,cancelPayment,w,false,false,"Cancel a reservation of a given payment, identified by its paymentId.",false,false,false,false,false,false,true,false,true,true,true,false,false,application/json,true,true,phoneNumber,true,false,,false,,true,1,carrier-billing:payments:write,202|400|401|403|404|409|422|429,Cancel a payment,
camara,CarrierBillingCheckOut,/payments/{paymentId}/confirm,POST,confirmPayment,x,false,false,"Confirm a reservation of a given payment, identified by its paymentId.",false,false,false,false,false,false,true,false,true,true,true,false,false,application/json,true,true,phoneNumber,true,false,,false,,true,1,carrier-billing:payments:write,202|400|401|403|404|409|422|429,Confirm a payment,
camara,CarrierBillingCheckOut,/payments/{paymentId}/refunds,GET,retrieveRefunds,r,false,false,"Retrieve a list of refunds and their details for a specific payment, identified by its `paymentId`, based on some filtering criteria. Regardless the refund criteria provided, response MUST be always limited to refunds performed by the API client (i.e same oAuth credentials) triggering this request. This is to guarantee no API client can check refunds performed by other, therefore avoiding any legal or privacy topic. When Access Token is issued for a given user phone number, the list of refunds returned would be only the ones associated to that user phone number and API client. When Access Toke",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/payments/{paymentId}/refunds,false,refundId|refundStatus|type|refundCreationDate|refundDate|reason|sink,true,1,carrier-billing-refund:refunds:read,200|400|401|403|404|429,Get a list of refunds,
camara,CarrierBillingCheckOut,/payments/{paymentId}/refunds,POST,createRefund,x,true,false,Create a new refund for an existing payment. Refund can be `total` or `partial`. This procedure MUST be always limited to the API client which performed the related payment.,false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,false,true,type|reason|sink|sinkCredential,true,true,/payments/{paymentId}/refunds,false,refundId|refundStatus|type|refundCreationDate|refundDate|reason|sink,true,1,carrier-billing-refund:refunds:create,201|400|401|403|404|409|422|429,Create a new Refund,
camara,CarrierBillingCheckOut,/payments/{paymentId}/refunds/remaining-amount,GET,retrievePaymentRemainingAmount,r,false,false,"Retrieve remaining amount not yet refunded for a given payment. This amount refers to the pending amount never requested to be refunded (i.e. a refund not yet consolidated -processing- implies that such an amount is not part of the remaining amount until final status for that procedure is reached). Some cases below to illustrate the behaviour: **Case_1:** Payment of 80 EUR, with 2 partial `succedeed` Refunds, each of them of 20 EUR - remainingAmount: 40 EUR **Case_2:** Payment of 80 EUR, with 2 partial Refunds, one `succeeded` of 20 EUR and other `processing` of 15 EUR - remainingAmount: 45 EU",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/payments/{paymentId}/refunds/remaining-amount,false,amount|currency|description|isTaxIncluded|taxAmount,true,1,carrier-billing-refund:refunds:read,200|400|401|403|404|429,Get remaining amount not refunded for a given payment,
camara,CarrierBillingCheckOut,/payments/{paymentId}/refunds/{refundId},GET,retrieveRefund,r,false,false,"Retrieve refund details for a given refund. When Access Token is issued for a given user phone number, the refund details would be returned in case the `refundId` is associated to that user phone number and API client, otherwise `404 NOT_FOUND` will be returned. When Access Token is not associated to a user phone number, the refund details are returned in case the API client managed that refund.",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/payments/{paymentId}/refunds/{refundId},false,refundId|refundStatus|type|refundCreationDate|refundDate|reason|sink,true,1,carrier-billing-refund:refunds:read,200|400|401|403|404|429,Get refund details,
camara,CarrierBillingCheckOut,/payments/{paymentId}/validate,POST,validatePayment,x,false,false,"Validate a given payment with a code, identified by its paymentId. This process is applicable for 2-STEP, when optionally required by business case.",false,false,false,false,false,false,false,true,true,true,true,false,false,application/json,false,true,authorizationId|code,true,false,,false,,true,1,carrier-billing:payments:write,204|400|401|403|404|409|429,Validate a payment,
camara,ClickToDial,/calls,POST,createCall,x,true,false,Creates a new Click to Dial call session between the caller and the callee.,false,false,true,false,false,true,false,false,true,true,true,false,false,application/json,false,true,caller|callee|sink|sinkCredential|recordingEnabled,true,false,,false,,true,1,click-to-dial:calls:create,201|400|401|403|409|422,Create a new Click to Dial call session,
camara,ClickToDial,/calls/{callId},DELETE,terminateCall,x,false,false,Terminates an active Click to Dial call session identified by the given callId.,false,false,true,false,false,false,false,true,true,true,true,false,false,,false,false,,true,true,/calls/{callId},false,callId|caller|callee|status|createdAt|recordingEnabled,true,1,click-to-dial:calls:delete,204|400|401|403|404|409,Terminate an active call,
camara,ClickToDial,/calls/{callId},GET,getCall,r,false,false,Retrieve the details and current status of a Click to Dial call session.,false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/calls/{callId},false,callId|caller|callee|status|createdAt|recordingEnabled,true,1,click-to-dial:calls:read,200|400|401|403|404,Get call details,
camara,ClickToDial,/calls/{callId}/recording,GET,getRecording,r,false,false,"Retrieve the recording associated with the given callId. A recording can be retrieved successfully only if recording was explicitly enabled during creation (`recordingEnabled: true`), is supported by the provider, the call session has completed, and a recording was actually generated. If no recording is available, the API returns `404 Not Found` with the code `NOT_FOUND` (or `422 RECORDING_NOT_SUPPORTED` during call creation if the provider immediately knows recording cannot be enabled).",false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/calls/{callId}/recording,false,callId|content|contentType|generatedAt,true,1,click-to-dial:recordings:read,200|400|401|403|404,Get call recording,
camara,ConnectedNetworkType,/retrieve,POST,getConnectedNetworkType,r,false,false,Get the connected network type to which the user device is connected,false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,false,true,device,true,false,,false,,true,1,connected-network-type:read,200|400|401|403|404|422|429,Get the connected network type,
camara,ConnectedNetworkType,/subscriptions,GET,retrieveConnectedNetworkTypeSubscriptionList,r,false,false,Retrieve a list of device connected network type event subscription(s),false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/subscriptions,false,subscriptions|pagination,true,1,connected-network-type-subscriptions:read,200|400|401|403,Retrieve a list of device connected network type event subscription,
camara,ConnectedNetworkType,/subscriptions,POST,createConnectedNetworkTypeSubscription,x,true,true,Create a subscription for receiving notifications on changes to the connected network type of a device.,false,false,true,false,false,true,true,false,true,true,true,false,false,application/json,true,true,protocol|sink|sinkCredential|types|config,true,true,/subscriptions,false,subscriptions|pagination,true,1,connected-network-type-subscriptions:org.camaraproject.connected-network-type-subscriptions.v0.network-type-changed:create,201|202|400|401|403|409|422|429,Create a subscription for receiving notifications on changes to the connected network type of a device,
camara,ConnectedNetworkType,/subscriptions/{subscriptionId},DELETE,deleteConnectedNetworkTypeSubscription,w,false,false,delete a given ConnectedNetworkType subscription.,false,false,true,false,false,false,true,true,true,true,true,false,false,,false,false,,true,true,/subscriptions/{subscriptionId},true,protocol|sink|sinkCredential|types|config|id|startsAt|expiresAt|status,true,1,connected-network-type-subscriptions:delete,202|204|400|401|403|404,Delete connected network type event subscription for a device,
camara,ConnectedNetworkType,/subscriptions/{subscriptionId},GET,retrieveConnectedNetworkTypeSubscription,r,false,false,retrieve ConnectedNetworkType subscription information for a given subscription ID.,false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/subscriptions/{subscriptionId},true,protocol|sink|sinkCredential|types|config|id|startsAt|expiresAt|status,true,1,connected-network-type-subscriptions:read,200|400|401|403|404,Retrieve a device connected network type event subscription for a device,
camara,ConnectivityInsights,/check-network-quality,POST,checkNetworkQuality,r,false,false,Check the network quality. The response shows the network's current level of confidence that it can meet an application profile's quality thresholds for a given end user device.,false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,true,true,applicationProfileId|device|applicationServer|applicationServerPorts|monitoringTimeStamp,true,false,,false,,true,1,connectivity-insights:check,200|400|401|403|404|422|429,Check the network quality.,
camara,ConnectivityInsights,/subscriptions,GET,getSubscriptionList,r,false,false,Operation to list subscriptions authorized to be retrieved by the provided access token.,false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/subscriptions,false,subscriptions|pagination,true,1,connectivity-insights-subscriptions:read,200|400|401|403,Retrieve a list of apiName event subscription,
camara,ConnectivityInsights,/subscriptions,POST,createSubscription,x,true,false,Create a Connectivity insights subscription for a device,false,false,true,false,false,true,true,false,true,true,true,false,false,application/json,true,true,protocol|sink|sinkCredential|types|config,true,true,/subscriptions,false,subscriptions|pagination,true,1,connectivity-insights-subscriptions:org.camaraproject.connectivity-insights-subscriptions.v0.network-quality:create,201|202|400|401|403|409|422|429,Create a Connectivity insights subscription for a device,
camara,ConnectivityInsights,/subscriptions/{subscriptionId},DELETE,deleteSubscription,w,false,false,Delete a given subscription by ID,false,false,true,false,false,false,true,true,true,true,true,false,false,,false,false,,true,true,/subscriptions/{subscriptionId},true,id|protocol|sink|types|config|startsAt|expiresAt|status,true,1,connectivity-insights-subscriptions:delete,202|204|400|401|403|404,Operation to delete a subscription,
camara,ConnectivityInsights,/subscriptions/{subscriptionId},GET,getSubscription,r,false,false,Retrieve a given subscription by ID,false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/subscriptions/{subscriptionId},true,id|protocol|sink|types|config|startsAt|expiresAt|status,true,1,connectivity-insights-subscriptions:read,200|400|401|403|404,Operation to retrieve a subscription based on the provided ID,
camara,ConsentInfo,/retrieve,POST,retrieveStatus,r,false,false,"Create a request to retrieve the validity status of the API Consumer data processing for a given User, scope(s) and Purpose. The API Consumer is identified by the `client_id` parameter deduced from the access token.",false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber|scopes|purpose|requestCaptureUrl|callbackUrl,true,false,,false,,true,1,consent-info:retrieve,200|400|401|403|404|422,Create a request to retrieve the validity status of the data processing,
camara,ConsentManagement,/consents,POST,createConsent,x,false,false,"This operation allows the API Consumer to create a Consent for a given User, scope(s) and Purpose. The API Consumer is identified by the `client_id` parameter deduced from the access token. The API Provider will set the creation date of the User Consent to the current date and time when the `createConsent` operation is invoked successfully by the API Consumer. The expiration date of the User Consent created by the API Consumer will be determined by the API Provider's internal policies. The API Consumer cannot set or modify the expiration date of the User Consents captured in a delegated manner",false,false,true,false,false,true,false,false,true,true,true,false,false,application/json,true,true,phoneNumber|scopes|purpose|consentStatus|consentTextId,true,false,,false,,true,1,consent-management:create,201|400|401|403|404|409|422,Create User Consent,
camara,ConsentManagement,/consents/retrieve-info,POST,retrieveConsentInfo,r,false,false,"This operation allows the API Consumer to retrieve information about the Consent(s) for a given User, scope(s) and Purpose. The API Consumer is identified by the `client_id` parameter deduced from the access token. The API Consumer can request that the texts intended for or previously shown to the User during the Consent Capture process for the requested scope(s) and Purpose be included in the response. If so, the `consentText` field will be included in the response for each matching Consent Information entry. The operation response may require more than one array item for the requested scope(",false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber|scopes|purpose|requestConsentText,true,false,,false,,true,1,consent-management:retrieve-info,200|400|401|403|404|422,Retrieve Consent Information,
camara,ConsentManagement,/consents/{consentId},PATCH,updateConsent,w,false,false,"This operation allows the API Consumer to update the status of an existing Consent for a given User, scope(s) and Purpose. The API Consumer is identified by the `client_id` parameter deduced from the access token. The expiration date of the User Consent updated by the API Consumer will be determined by the API Provider's internal policies. The API Consumer cannot set or modify the expiration date of the User Consents captured in a delegated manner.",false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,false,true,consentStatus,true,false,,false,,true,1,consent-management:update,200|400|401|403|404,Update User Consent,
camara,CustomerInsights,/scoring/retrieve,POST,retrieveScoring,r,false,false,"Retrieves Scoring information, for the user associated with the provided `idDocument`, `phoneNumber` or the combination of both parameters. It also allows to select the type of the Scoring scale measurement.",false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,true,true,idDocument|phoneNumber|scoringType,true,false,,false,,true,1,customer-insights:scoring:read,200|400|401|403|404|422|429,Retrieves Scoring information,
camara,DedicatedNetworks,/accesses,GET,listAccesses,r,false,false,"Get a paged list of accesses to dedicated networks, optionally filtered for a given device and/or for a given dedicated network",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/accesses,false,items|pagination,true,1,dedicated-network-accesses:accesses:read,200|400|401|403|404,"Get a paged list of accesses to dedicated networks, optionally filtered for a given device and/or for a given dedicated network",
camara,DedicatedNetworks,/accesses,POST,createAccess,x,true,false,"Create an access to a dedicated network with given configuration, optionally including devices",false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,false,true,networkId|qosProfiles|defaultQosProfile|sink|sinkCredential|devices,true,true,/accesses,false,items|pagination,true,1,dedicated-network-accesses:accesses:create,201|207|400|401|403|404|409|422,"Create an access to a dedicated network with given configuration, optionally including devices",
camara,DedicatedNetworks,/accesses/{accessId},DELETE,deleteAccess,x,false,false,Delete an access,false,false,false,false,false,false,false,true,true,true,true,false,false,,false,false,,true,true,/accesses/{accessId},false,id|stats|recentAccessDevices,true,1,dedicated-network-accesses:accesses:delete,204|400|401|403|404,Delete an access,
camara,DedicatedNetworks,/accesses/{accessId},GET,readAccess,r,false,false,Read access information,false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/accesses/{accessId},false,id|stats|recentAccessDevices,true,1,dedicated-network-accesses:accesses:read,200|400|401|403|404,Read access information,
camara,DedicatedNetworks,/accesses/{accessId}/devices,GET,listDevices,r,false,false,"Read a paged list of devices with information included in the access, optionally filtered for a given device and/or for a given device status",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/accesses/{accessId}/devices,false,items|pagination,true,1,dedicated-network-accesses:devices:read,200|400|401|403|404,"Read a paged list of devices with information included in the access, optionally filtered for a given device and/or for a given device status",
camara,DedicatedNetworks,/accesses/{accessId}/devices/add,POST,addDevicesToAccess,x,false,false,Add devices to the access,false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,false,true,devices,true,false,,false,,true,1,dedicated-network-accesses:devices:add,201|207|400|401|403|404|409|422,Add devices to the access,
camara,DedicatedNetworks,/accesses/{accessId}/devices/remove,POST,removeDevicesFromAccess,x,false,false,Remove devices from the access,false,false,false,false,false,false,false,true,true,true,true,false,false,application/json,false,true,devices,true,false,,false,,true,1,dedicated-network-accesses:devices:remove,204|207|400|401|403|404|409|422,Remove devices from the access,
camara,DedicatedNetworks,/areas/{areaId},GET,readNetworkServiceArea,r,false,false,Read detailed information about a specific network service area identified by its areaId.,false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/areas/{areaId},false,id|name|description|area|networkProfiles|qosProfiles,true,1,dedicated-network-areas:areas:read,200|400|401|403|404,Read a network service area,
camara,DedicatedNetworks,/networks,GET,listNetworks,r,false,false,"A paged list of all available dedicated networks, optionally filtered by name.",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/networks,false,items|pagination,true,1,dedicated-network:networks:read,200|400|401|403,Get a paged list of dedicated networks,
camara,DedicatedNetworks,/networks,POST,createNetwork,x,true,false,"Create a dedicated network with the given configuration, including service time, service area, and a network profile or QoS profile.",false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,false,true,name|networkProfileId|qosProfileName|serviceTime|serviceAreaId|sink|sinkCredential,true,true,/networks,false,items|pagination,true,1,dedicated-network:networks:create,201|400|401|403|404|422,Request to create a dedicated network,
camara,DedicatedNetworks,/networks/{networkId},DELETE,deleteNetwork,x,false,false,Delete a dedicated network identified by its networkId.,false,false,false,false,false,false,false,true,true,true,true,false,false,,false,false,,true,true,/networks/{networkId},false,name|networkProfileId|qosProfileName|serviceTime|serviceAreaId|sink|sinkCredential|id|status,true,1,dedicated-network:networks:delete,204|400|401|403|404,Delete a dedicated network,
camara,DedicatedNetworks,/networks/{networkId},GET,readNetwork,r,false,false,Read the current status and configuration of a specific dedicated network identified by its networkId.,false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/networks/{networkId},false,name|networkProfileId|qosProfileName|serviceTime|serviceAreaId|sink|sinkCredential|id|status,true,1,dedicated-network:networks:read,200|400|401|403|404,Get the current information about a dedicated network,
camara,DedicatedNetworks,/profiles,GET,readNetworkProfiles,r,false,false,"Read all available network profiles, optionally filtered by name.",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/profiles,false,items|pagination,true,1,dedicated-network-profiles:profiles:read,200|400|401|403,Read dedicated network profiles,
camara,DedicatedNetworks,/profiles/{profileId},GET,readNetworkProfile,r,false,false,Read detailed information about a specific network profile identified by its profileId.,false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/profiles/{profileId},false,id|name|maxNumberOfDevices|aggregatedUlThroughput|aggregatedDlThroughput|qosProfiles|defaultQosProfile,true,1,dedicated-network-profiles:profiles:read,200|400|401|403|404,Read a dedicated network profile,
camara,DedicatedNetworks,/retrieve-service-areas,POST,retrieveNetworkServiceAreas,r,false,false,"Retrieve a paged list of network service areas matching the provided search criteria such as location, area overlap, name, or supported profiles.",false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,false,true,atLocation|overlappingArea|coveringArea|byName|byNetworkProfileId|byQosProfileName,true,false,,false,,true,1,dedicated-network-areas:areas:read,200|400|401|403,"Retrieve network service areas, filtered by additional search criteria",
