row_id,provider,method,path,operationId,summary,description
pc-r2621,jira,DELETE,/rest/api/2/issue/{issueIdOrKey},deleteIssue,Delete issue,"Deletes an issue.

An issue cannot be deleted if it has one or more subtasks. To delete an issue with subtasks, set `deleteSubtasks`. This causes the issue's subtasks to be deleted with the issue.

This operation can be accessed anonymously.

**[Permissions](#permissions) required:**

 *  *Browse projects* and *Delete issues* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project containing the issue.
 *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, issue-level security permission to view the issue."
x20-e0302,hubspot,DELETE,/media-bridge/v1/{appId}/properties/{objectType}/groups/{groupName},delete-/media-bridge/v1/{appId}/properties/{objectType}/groups/{groupName},Delete a property group,Delete an existing property group by name
pc-r1145,square,POST,/v2/loyalty/programs/{program_id}/promotions,CreateLoyaltyPromotion,CreateLoyaltyPromotion,"Creates a loyalty promotion for a [loyalty program](entity:LoyaltyProgram). A loyalty promotion
enables buyers to earn points in addition to those earned from the base loyalty program.

This endpoint sets the loyalty promotion to the `ACTIVE` or `SCHEDULED` status, depending on the
`available_time` setting. A loyalty program can have a maximum of 10 loyalty promotions with an
`ACTIVE` or `SCHEDULED` status."
pc-r3973,intercom,POST,/conversations/attributes/{id}/options,createConversationAttributeOption,Add an option to a list conversation attribute,Add a new option to a list-type conversation attribute. Returns the full attribute with the updated options array.
pc-r0304,stripe,POST,/v1/payment_intents/{intent},PostPaymentIntentsIntent,Update a PaymentIntent,"<p>Updates properties on a PaymentIntent object without confirming.</p>

<p>Depending on which properties you update, you might need to confirm the
PaymentIntent again. For example, updating the <code>payment_method</code>
always requires you to confirm the PaymentIntent again. If you prefer to
update and confirm at the same time, we recommend updating properties through
the <a href=""/docs/api/payment_intents/confirm"">confirm API</a> instead.</p>"
x20-e0865,zendesk,POST,/api/v2/deletion_schedules,CreateDeletionSchedule,Create Deletion Schedule,"Creates a new deletion schedule.

#### Allowed For

* Admins"
x17-e0022,okta,DELETE,/api/v1/api-tokens/current,revokeCurrentApiToken,Revoke the current API token,Revokes the API token provided in the Authorization header
x20-e0704,miro,PATCH,/v2/orgs/{org_id}/teams/{team_id}/projects/{project_id}/members/{member_id},enterprise-update-project-member,Update project member,"Updates details of a project member, such as the member's role.<h4>Note</h4> <em>Projects</em> have been renamed to <em>Spaces</em>, and the terms can be used interchangeably.<h3>Required scope</h3> <a target=_blank href=https://developers.miro.com/reference/scopes>projects:write</a> <br/><h3>Rate limiting</h3> <a target=_blank href=""/reference/rate-limiting#rate-limit-tiers"">Level 1</a> <br/><h3>Enterprise only</h3> <p>This API is available only for <a target=_blank href=""/reference/api-reference#enterprise-plan"">Enterprise plan</a> users. You can only use this endpoint if you have the role of a Company Admin. You can request temporary access to Enterprise APIs using <a target=_blank href=""https://q2oeb0jrhgi.typeform.com/to/BVPTNWJ9"">this form</a>.</p>"
x20-e0470,hubspot,PUT,/crm/pipelines-rules/2026-09/{objectTypeId}/{pipelineId},put-/crm/pipelines-rules/2026-09/{objectTypeId}/{pipelineId},Update rules (Replace),Update the rules for a specific pipeline in your HubSpot account. This endpoint allows you to modify governance validation rules and approval stages associated with a pipeline. It requires specifying the object type and pipeline identifiers.
pc-r0849,openai,DELETE,/organization/spend_limit,Deleteorganizationspendlimit,Delete organization spend limit,Delete the organization's hard spend limit.
pc-r1084,square,PUT,/v2/invoices/{invoice_id},UpdateInvoice,UpdateInvoice,"Updates an invoice. This endpoint supports sparse updates, so you only need
to specify the fields you want to change along with the required `version` field.
Some restrictions apply to updating invoices. For example, you cannot change the
`order_id` or `location_id` field."
pc-r1619,meta-whatsapp,POST,/{Version}/{Phone-Number-ID}/conversational_automation,configureConversationalAutomation,Configure Conversational Automation,"Configure conversational automation settings for a WhatsApp Business Account phone number,
including welcome messages, conversation prompts (ice breakers), and bot commands.


**Use Cases:**
- Set up automated welcome messages for new customer conversations
- Configure conversation prompts to guide customer interactions
- Define bot commands for common customer service scenarios
- Update existing automation settings
- Enable or disable specific automation features


**Rate Limiting:**
Standard Graph API rate limits apply. Use appropriate retry logic with exponential backoff.


**Validation:**
- Command names must be unique within the same phone number
- Prompts and command descriptions must comply with WhatsApp Business policies
- Maximum limits are enforced for prompts and commands"
x17-e0102,okta,POST,/api/v1/apps/{appName}/{appId}/oauth2/callback,verifyProvisioningConnectionForApplication,Verify the provisioning connection,"Verifies the OAuth 2.0-based connection as part of the OAuth 2.0 consent flow. The validation of the consent flow is the last step of the provisioning setup for an OAuth 2.0-based connection.
Currently, this operation only supports `office365`,`google`, `zoomus`, and `slack` apps."
x17-e1375,xero,PUT,/TrackingCategories,createTrackingCategory,Create tracking categories,
x20-e0053,auth0,DELETE,/refresh-tokens/{id},delete_refresh_token,Delete a refresh token,Delete a refresh token by its ID.
pc-r0399,stripe,POST,/v1/reporting/report_runs,PostReportingReportRuns,Create a Report Run,"<p>Creates a new object and begin running the report. (Certain report types require a <a href=""https://stripe.com/docs/keys#test-live-modes"">live-mode API key</a>.)</p>"
pc-r2202,digitalocean,POST,/v2/security/scans/rules,security_create_scan_rule,Create Scan Rule,"To mark a scan finding as a false positive, send a POST request to
`/v2/security/scans/rules` to create a new scan rule."
pc-r0721,openai,POST,/organization/projects/{project_id}/data_retention,update-project-data-retention,Update project data retention,Updates project data retention controls.
x20-e0728,miro,POST,/v2/boards/{board_id}/shapes,create-shape-item,Create shape item,"Adds a shape item to a board.<br/><h3>Required scope</h3> <a target=_blank href=https://developers.miro.com/reference/scopes>boards:write</a> <br/><h3>Rate limiting</h3> <a target=_blank href=""/reference/rate-limiting#rate-limit-tiers"">Level 2</a><br/>"
pc-r3219,mailchimp,DELETE,/landing-pages/{page_id},deleteLandingPageId,Delete landing page,Delete a landing page.
pc-r3628,datadog,POST,/api/v1/downtime,CreateDowntime,Schedule a downtime,Schedule a downtime. **Note:** This endpoint has been deprecated. Please use v2 endpoints.
pc-r0696,openai,DELETE,/organization/groups/{group_id},delete-group,Delete group,Deletes a group from the organization.
pc-r0749,openai,POST,/organization/roles,create-role,Create organization role,Creates a custom role for the organization.
pc-r3249,mailchimp,DELETE,/templates/{template_id},deleteTemplatesId,Delete template,Delete a specific template.
x20-e0141,auth0,PATCH,/user-attribute-profiles/{id},patch_user-attribute-profiles_by_id,Modify a user attribute profile,"Update the details of a specific User attribute profile, such as name, user_id and user_attributes."
x17-e0994,docusign,PUT,/v2.1/accounts/{accountId}/signing_groups,SigningGroups_PutSigningGroups,Updates signing group names.,Updates the name of one or more existing signing groups.
pc-r0155,stripe,POST,/v1/customers/{customer}/cards/{id},PostCustomersCustomerCardsId,Update a card,<p>Update a specified source for a given customer.</p>
pc-r3105,mailchimp,POST,/campaigns/{campaign_id}/actions/send,postCampaignsIdActionsSend,Send campaign,"Send a Mailchimp campaign. For RSS Campaigns, the campaign will send according to its schedule. All other campaigns will send immediately."
pc-r1257,square,POST,/v2/transfer-orders/{transfer_order_id}/start,StartTransferOrder,StartTransferOrder,"Changes a [DRAFT](entity:TransferOrderStatus) transfer order to [STARTED](entity:TransferOrderStatus) status.
This decrements inventory at the source [Location](entity:Location) and marks it as in-transit.

The order must be in [DRAFT](entity:TransferOrderStatus) status and have all required fields populated.
Once started, the order can no longer be deleted, but it can be canceled via 
[CancelTransferOrder](api-endpoint:TransferOrders-CancelTransferOrder).

Creates a [transfer_order.updated](webhook:transfer_order.updated) webhook event."
x20-e0445,hubspot,PUT,/cms/v3/blogs/authors/multi-language/set-new-lang-primary,put-/cms/v3/blogs/authors/multi-language/set-new-lang-primary_setLangPrimary,Set a new primary language,Set a Blog Author as the primary language of a multi-language group.
x17-e0117,okta,PUT,/api/v1/authenticators/{authenticatorId}/methods/{methodType},replaceAuthenticatorMethod,Replace an authenticator method,Replaces a method of `methodType` for an authenticator identified by `authenticatorId`
x17-e1129,docusign,PUT,/v2.1/accounts/{accountId}/workspaces/{workspaceId}/folders/{folderId}/files/{fileId},WorkspaceFile_PutWorkspaceFile,Update workspace file or folder metadata,This method updates the metadata for one or more specific files or folders in a workspace.
pc-r3856,intercom,DELETE,/ai/external_pages/{page_id},deleteExternalPage,Delete an external page,Sending a DELETE request for an external page will remove it from the content library UI and from being used for AI answers.
x20-e0435,hubspot,POST,/public/api/versioning/test/2027-03-beta/widgets,post-/public/api/versioning/test/2027-03-beta/widgets,,
pc-r2567,jira,PUT,/rest/api/2/fieldconfigurationscheme/{id},updateFieldConfigurationScheme,Update field configuration scheme,"Deprecated, use [ Field schemes](https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-field-schemes/#api-group-field-schemes) which supports field association schemes.

Updates a field configuration scheme.

This operation can only update field configuration schemes used in company-managed (classic) projects.

**[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
pc-r3427,asana,POST,/portfolios/{portfolio_gid}/removeCustomFieldSetting,removeCustomFieldSettingForPortfolio,Remove a custom field from a portfolio,"<b>Required scope: </b><code>portfolios:write</code>

Removes a custom field setting from a portfolio."
pc-r0185,stripe,POST,/v1/disputes/{dispute},PostDisputesDispute,Update a dispute,"<p>When you get a dispute, contacting your customer is always the best first step. If that doesn’t work, you can submit evidence to help us resolve the dispute in your favor. You can do this in your <a href=""https://dashboard.stripe.com/disputes"">dashboard</a>, but if you prefer, you can use the API to submit evidence programmatically.</p>

<p>Depending on your dispute type, different evidence fields will give you a better chance of winning your dispute. To figure out which evidence fields to provide, see our <a href=""/docs/disputes/categories"">guide to dispute types</a>.</p>"
pc-r3346,asana,POST,/access_requests/{access_request_gid}/approve,approveAccessRequest,Approve an access request,Approves an access request for a target object.
pc-r3283,mailchimp,PATCH,/ecommerce/stores/{store_id}/promo-rules/{promo_rule_id}/promo-codes/{promo_code_id},patchEcommerceStoresIdPromocodesId,Update promo code,Update a promo code.
x20-e0486,hubspot,PUT,/integrators/timeline/v3/{appId}/event-templates/{eventTemplateId}/tokens/{tokenName},put-/integrators/timeline/v3/{appId}/event-templates/{eventTemplateId}/tokens/{tokenName}_update,Update a template token,"Update an event type template token, specified by token name."
pc-r0853,openai,POST,/organization/projects/{project_id}/service_accounts/{service_account_id}/api_keys,CreateanAPIkeyforaserviceaccount,Create an API key for a service account,Creates an API key for a service account in the project.
pc-r2280,digitalocean,POST,/v2/gen-ai/agents,genai_create_agent,Create an Agent,"To create a new agent, send a POST request to `/v2/gen-ai/agents`. The response body contains a JSON object with the newly created agent object."
pc-r1131,square,POST,/v2/locations/{location_id}/custom-attributes/{key},UpsertLocationCustomAttribute,UpsertLocationCustomAttribute,"Creates or updates a [custom attribute](entity:CustomAttribute) for a location.
Use this endpoint to set the value of a custom attribute for a specified location.
A custom attribute is based on a custom attribute definition in a Square seller account, which
is created using the [CreateLocationCustomAttributeDefinition](api-endpoint:LocationCustomAttributes-CreateLocationCustomAttributeDefinition) endpoint.
To create or update a custom attribute owned by another application, the `visibility` setting
must be `VISIBILITY_READ_WRITE_VALUES`."
pc-r1966,digitalocean,DELETE,/v2/floating_ips/{floating_ip},floatingIPs_delete,Delete a Floating IP,"To delete a floating IP and remove it from your account, send a DELETE request
to `/v2/floating_ips/$FLOATING_IP_ADDR`.

A successful request will receive a 204 status code with no body in response.
This indicates that the request was processed successfully."
x20-e0079,auth0,PATCH,/actions/triggers/{triggerId}/bindings,patch_bindings,Update trigger bindings,"Update the actions that are bound (i.e. attached) to a trigger. Once an action is created and deployed, it must be attached (i.e. bound) to a trigger so that it will be executed as part of a flow. The order in which the actions are provided will determine the order in which they are executed."
pc-r0837,openai,POST,/vector_stores/{vector_store_id}/files/{file_id},updateVectorStoreFileAttributes,Update vector store file attributes,Update attributes on a vector store file.
pc-r0226,stripe,POST,/v1/identity/verification_sessions/{session},PostIdentityVerificationSessionsSession,Update a VerificationSession,"<p>Updates a VerificationSession object.</p>

<p>When the session status is <code>requires_input</code>, you can use this method to update the
verification check and options.</p>"
x17-e0832,docusign,POST,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/custom_fields,CustomFields_PostCustomFields,Creates envelope custom fields for an envelope.,"Updates the envelope custom fields for draft and in-process envelopes.

### Related topics

- [How to bulk send envelopes](/docs/esign-rest-api/how-to/bulk-send-envelopes/)"
pc-r1924,digitalocean,DELETE,/v2/droplets,droplets_destroy_byTag,Deleting Droplets by Tag,"To delete **all** Droplets assigned to a specific tag, include the `tag_name`
query parameter set to the name of the tag in your DELETE request. For
example, `/v2/droplets?tag_name=$TAG_NAME`.

This endpoint requires `tag:read` scope.

A successful request will receive a 204 status code with no body in response.
This indicates that the request was processed successfully."
pc-r1267,square,POST,/v2/webhooks/subscriptions,CreateWebhookSubscription,CreateWebhookSubscription,Creates a webhook subscription.
x17-e0328,okta,PUT,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/groups/{targetGroupId},assignGroupTargetToGroupAdminRole,Assign a group role group target,"Assigns a group target to a [`USER_ADMIN`](/openapi/okta-management/guides/roles/#standard-roles), `HELP_DESK_ADMIN`, or `GROUP_MEMBERSHIP_ADMIN` role assignment to a group.
When you assign the first group target, you reduce the scope of the role assignment. The role no longer applies to all targets but applies only to the specified target."
pc-r3123,mailchimp,DELETE,/connected-sites/{connected_site_id},deleteConnectedSitesId,Delete connected site,Remove a connected site from your Mailchimp account.
x17-e0898,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/shares/{shareId},EnvelopesShares_PutEnvelopesShare,,
x20-e0328,hubspot,PATCH,/commerce/contracts/2027-03-beta/contracts/{contractId},patch-/commerce/contracts/2027-03-beta/contracts/{contractId},Update contract,"Update an existing contract in your HubSpot account using the specified contract ID. This operation allows you to modify details of a contract, such as its properties and associated line items. Ensure that the contract ID is valid and corresponds to an existing contract."
pc-r3135,mailchimp,DELETE,/file-manager/files/{file_id},deleteFileManagerFilesId,Delete file,Remove a specific file from the File Manager.
pc-r1014,square,POST,/v2/customers/groups,CreateCustomerGroup,CreateCustomerGroup,"Creates a new customer group for a business.

The request must include the `name` value of the group."
pc-r2647,jira,DELETE,/rest/api/2/issue/{issueIdOrKey}/votes,removeVote,Delete vote,"Deletes a user's vote from an issue. This is the equivalent of the user clicking *Unvote* on an issue in Jira.

This operation requires the **Allow users to vote on issues** option to be *ON*. This option is set in General configuration for Jira. See [Configuring Jira application options](https://confluence.atlassian.com/x/uYXKM) for details.

**[Permissions](#permissions) required:**

 *  *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project that the issue is in.
 *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, issue-level security permission to view the issue."
pc-r1750,spotify,POST,/me/player/queue,add-to-queue,Add Item to Playback Queue,Add an item to be played next in the user's current playback queue. This API only works for users who have Spotify Premium. The order of execution is not guaranteed when you use this API with other Player API endpoints.
x20-e0817,zendesk,DELETE,/api/v2/user_fields/{user_field_id}/options/{user_field_option_id},DeleteUserFieldOption,Delete User Field Option,"#### Allowed for
* Admins"
pc-r2719,jira,POST,/rest/api/2/issuetypescreenscheme/{issueTypeScreenSchemeId}/mapping/remove,removeMappingsFromIssueTypeScreenScheme,Remove mappings from issue type screen scheme,"Removes issue type to screen scheme mappings from an issue type screen scheme.

**[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
x20-e0459,hubspot,PUT,/crm/lists/2026-09/{listId}/memberships/remove,put-/crm/lists/2026-09/{listId}/memberships/remove,Remove memberships,Remove memberships from a specific list in your HubSpot account. This operation is useful for managing list memberships by removing specified records from the list. The request requires a list of record IDs to be removed from the specified list.
x17-e1292,xero,PUT,/Overpayments/{OverpaymentID}/History,createOverpaymentHistory,Creates a history record for a specific overpayment,
pc-r3156,mailchimp,POST,/lists/{list_id}/interest-categories,postListsIdInterestCategories,Add interest category,Create a new interest category.
pc-r1926,digitalocean,DELETE,/v2/droplets/{droplet_id},droplets_destroy,Delete an Existing Droplet,"To delete a Droplet, send a DELETE request to `/v2/droplets/$DROPLET_ID`.

A successful request will receive a 204 status code with no body in response.
This indicates that the request was processed successfully."
pc-r1414,zoom,POST,/webinars/{webinarId}/registrants,webinarRegistrantCreate,Add a webinar registrant,Add a registrant for a webinar
x17-e0233,okta,PUT,/api/v1/captchas/{captchaId},replaceCaptchaInstance,Replace a CAPTCHA instance,Replaces the properties for a specified CAPTCHA instance
x20-e0680,miro,PATCH,/v2-experimental/boards/{board_id}/shapes/{item_id},update-shape-item-flowchart,Update shape item,"Updates a flowchart shape item on a board based on the data and style properties provided in the request body.<br/><h3>Required scope</h3> <a target=_blank href=https://developers.miro.com/reference/scopes>boards:write</a> <br/><h3>Rate limiting</h3> <a target=_blank href=""/reference/rate-limiting#rate-limit-tiers"">Level 2</a><br/>"
x17-e0476,okta,PUT,/api/v1/org/captcha,replacesOrgCaptchaSettings,Replace the org-wide CAPTCHA settings,"Replaces the CAPTCHA settings object for your organization
> **Note**: You can disable CAPTCHA for your organization by setting `captchaId` and `enabledPages` to `null`."
x17-e1063,docusign,DELETE,/v2.1/accounts/{accountId}/templates/{templateId}/workflow,TemplateWorkflowDefinition_DeleteTemplateWorkflowDefinition,Delete the workflow definition for a template.,"Deletes the specified template's workflow definition if it has one.

**Note:** If the specified template does not have a workflow definition, this endpoint returns a 200 response."
pc-r2036,digitalocean,PUT,/v2/monitoring/alerts/{alert_uuid},monitoring_update_alertPolicy,Update an Alert Policy,"To update en existing policy, send a PUT request to `v2/monitoring/alerts/{alert_uuid}`."
pc-r0333,stripe,POST,/v1/payment_records/report_payment,PostPaymentRecordsReportPayment,Report a payment,"<p>Report a new Payment Record. You may report a Payment Record as it is
 initialized and later report updates through the other report_* methods, or report Payment
 Records in a terminal state directly, through this method.</p>"
x20-e0715,miro,POST,/v2/boards/{board_id_PlatformTags}/items/{item_id},attach-tag-to-item,Attach tag to item,"Attach an existing tag to the specified item. Card and sticky note items can have up to 8 tags. <br><blockquote><strong>Note:</strong> Updates to tags made via the REST API  will not be reflected on the board in realtime. To see REST API updates to tags on a board,  you need to refresh the board. This applies to the following endpoints:   [Remove tag from item](https://developers.miro.com/reference/remove-tag-from-item),  [Update tag](https://developers.miro.com/reference/update-tag),  [Delete tag](https://developers.miro.com/reference/delete-tag).</blockquote><br/><h3>Required scope</h3> <a target=_blank href=https://developers.miro.com/reference/scopes>boards:write</a> <br/><h3>Rate limiting</h3> <a target=_blank href=""/reference/rate-limiting#rate-limit-tiers"">Level 1</a><br/>"
pc-r3966,intercom,POST,/conversations/{conversation_id}/convert,convertConversationToTicket,Convert a conversation to a ticket,You can convert a conversation to a ticket.
x17-e0498,okta,PATCH,/api/v1/org/privacy/oktaSupport/cases/{caseNumber},updateOktaSupportCase,Update an Okta Support case,"Updates access to the org for an Okta Support case:

* You can enable, disable, or extend access to your org for an Okta Support case.

* You can approve Okta Support access to your org for self-assigned cases. A self-assigned case is created and assigned by the same Okta Support user."
pc-r3935,intercom,POST,/contacts/{contact_id}/archive,ArchiveContact,Archive contact,You can archive a single contact.
pc-r0991,square,POST,/v2/catalog/object,UpsertCatalogObject,UpsertCatalogObject,"Creates a new or updates the specified [CatalogObject](entity:CatalogObject).

This endpoint uses full-replacement semantics. The client must send the complete object, and any
field absent from the request is interpreted as an intentional clear. This logic applies to
nested objects as well. For example, omitting inlined children like variations will delete them.

To ensure consistency, only one update request is processed at a time per seller account.
While one (batch or non-batch) update request is being processed, other (batched and non-batched)
update requests are rejected with the `429` error code."
x17-e0614,okta,POST,/api/v1/users/{id}/lifecycle/expire_password,expirePassword,Expire the password,"Expires the password. This operation transitions the user status to `PASSWORD_EXPIRED` so that the user must change their password the next time that they sign in.
<br>
If you have integrated Okta with your on-premises Active Directory (AD), then setting a user's password as expired in Okta also expires the password in AD.
When the user tries to sign in to Okta, delegated authentication finds the password-expired status in AD,
and the user is presented with the password-expired page where they can change their password.

> **Note:** The Okta account management policy doesn't support the `/users/{id}/lifecycle/expire_password` endpoint. See [Configure an Okta account management policy](https://developer.okta.com/docs/guides/okta-account-management-policy/main/)."
pc-r0251,stripe,POST,/v1/invoices/{invoice}/lines/{line_item_id},PostInvoicesInvoiceLinesLineItemId,Update an invoice's line item,"<p>Updates an invoice’s line item. Some fields, such as <code>tax_amounts</code>, only live on the invoice line item,
so they can only be updated through this endpoint. Other fields, such as <code>amount</code>, live on both the invoice
item and the invoice line item, so updates on this endpoint will propagate to the invoice item as well.
Updating an invoice’s line item is only possible before the invoice is finalized.</p>"
x20-e0280,hubspot,DELETE,/crm/v3/objects/contacts/{contactId},delete-/crm/v3/objects/contacts/{contactId}_archive,Archive a contact,Delete a contact by ID. Deleted contacts can be restored within 90 days of deletion. Learn more about the [data impacted by contact deletions](https://knowledge.hubspot.com/privacy-and-consent/understand-restorable-and-permanent-contact-deletions) and how to [restore archived records](https://knowledge.hubspot.com/records/restore-deleted-records).
x20-e0171,auth0,POST,/device-credentials,post_device-credentials,Create a device public key credential,"Create a device credential public key to manage refresh token rotation for a given `user_id`. Device Credentials APIs are designed for ad-hoc administrative use only and paging is by default enabled for GET requests.

When refresh token rotation is enabled, the endpoint becomes consistent. For more information, read [Signing Keys](https://auth0.com/docs/get-started/tenant-settings/signing-keys)."
pc-r0467,stripe,DELETE,/v1/tax_ids/{id},DeleteTaxIdsId,Delete a tax ID,<p>Deletes an existing account or customer <code>tax_id</code> object.</p>
x20-e0622,klaviyo,POST,/api/tag-groups,create_tag_group,Create Tag Group,"Create a tag group. An account cannot have more than **50** unique tag groups.

If `exclusive` is not specified `true` or `false`, the tag group defaults to non-exclusive.

If a tag group is non-exclusive, any given related resource (campaign, flow, etc.)
can be linked to multiple tags from that tag group.
If a tag group is exclusive, any given related resource can only be linked to one tag from that tag group.<br><br>*Rate limits*:<br>Burst: `3/s`<br>Steady: `60/m`

**Scopes:**
`tags:read`
`tags:write`

[OpenAPI Spec](https://raw.githubusercontent.com/klaviyo/openapi/main/openapi/stable/apis/create_tag_group.json)"
x20-e0803,zendesk,DELETE,/api/v2/task_lists/{task_list_id}/task_items/{task_item_id},DeleteCustomTaskItem,Delete Custom Task Item,"Deletes the specified custom task item from its task list. Only custom task items (those not inherited from a template) can be deleted. Deleting a task item decrements `task_count` on the parent task list.

#### Allowed For

* Agents"
x20-e0477,hubspot,PUT,/crm/v4/associations/{fromObjectType}/{toObjectType}/labels,put-/crm/v4/associations/{fromObjectType}/{toObjectType}/labels,Update,Update a user defined association definition
x20-e0499,hubspot,PUT,/settings/users/2026-09/{userId},put-/settings/users/2026-09/{userId},Modifies a user,"Modifies a user identified by `userId`. `userId` refers to the user's ID by default, or optionally email as specified by the `IdProperty` query param."
x17-e0415,okta,DELETE,/api/v1/idps/{idpId}/credentials/csrs/{idpCsrId},revokeCsrForIdentityProvider,Revoke a certificate signing request,Revokes a certificate signing request (CSR) and deletes the key pair from the identity provider (IdP)
x20-e0052,auth0,DELETE,/rate-limit-policies/{id},delete_rate-limit-policies_by_id,Delete a rate limit policy,
pc-r1253,square,PUT,/v2/transfer-orders/{transfer_order_id},UpdateTransferOrder,UpdateTransferOrder,"Updates an existing transfer order. This endpoint supports sparse updates,
allowing you to modify specific fields without affecting others.

Creates a [transfer_order.updated](webhook:transfer_order.updated) webhook event."
pc-r0141,stripe,DELETE,/v1/customers/{customer},DeleteCustomersCustomer,Delete a customer,<p>Permanently deletes a customer. It cannot be undone. Also immediately cancels any active subscriptions on the customer.</p>
x20-e0653,miro,DELETE,/v2/boards/{board_id}/documents/{item_id},delete-document-item,Delete document item,"Deletes a document item from the board.<br/><h3>Required scope</h3> <a target=_blank href=https://developers.miro.com/reference/scopes>boards:write</a> <br/><h3>Rate limiting</h3> <a target=_blank href=""/reference/rate-limiting#rate-limit-tiers"">Level 3</a><br/>"
x20-e0859,zendesk,POST,/api/v2/custom_objects/{custom_object_key}/access_rules,CreateAccessRule,Create Access Rule,"Creates a new access rule for a custom object.
Access rules define conditions that restrict which records a role can access based on field values or relationships.
#### Allowed For
* Admins"
