row_id,provider,method,path,operationId,summary,description
x22-0115,cloudflare,GET,/accounts/{account_id}/access/logs/jit_requests/{knock_request_id},access-jit-request-logs-get,Get an Access JIT request log,Gets an account-scoped Access JIT request summary and its lifecycle events in chronological order.
x22-2578,cloudflare,GET,/radar/as112/summary/{dimension},radar-get-dns-as112-summary,Get AS112 summary by dimension,Retrieves the distribution of AS112 queries by the specified dimension.
x22-2910,cloudflare,GET,/zones/{zone_identifier}/custom_pages/{identifier},custom-pages-for-a-zone-get-a-custom-page,Get a custom page,Fetches the details of a custom page.
x22-2678,cloudflare,GET,/radar/dns/summary/protocol,radar-get-dns-summary-by-protocol,Get DNS queries by protocol summary,Retrieves the distribution of DNS queries by DNS transport protocol.
x22-4037,pagerduty,GET,/recommendations/event_orchestrations/rules,listRecommendedRules,List recommended rules,"List AI-generated recommended rules available for an account's Service Event Orchestrations.

Results can be filtered by service or team. Use cursor-based pagination to retrieve large result sets.

Note: `service_id` and `service_ids[]` cannot be used together in the same request.

Scoped OAuth requires: `recommendations.read`"
x22-0359,cloudflare,PUT,/accounts/{account_id}/alerting/v3/silences,notification-silences-update-silences,Update Silences,Updates existing silences for an account.
x22-2912,cloudflare,GET,/zones/{zone_id},zones-0-get,Zone Details,"Retrieves detailed information about a specific zone identified by its zone ID.

Returns zone configuration, status, nameservers, and associated metadata."
x22-1572,cloudflare,PATCH,/accounts/{account_id}/magic/apps/{account_app_id},magic-account-apps-patch-app,Update an App,Updates an Account App
x22-2163,cloudflare,GET,/accounts/{account_id}/storage/kv/namespaces/{namespace_id}/metadata/{key_name},workers-kv-namespace-read-the-metadata-for-a-key,Read the metadata for a key,"Returns the metadata associated with the given key in the given namespace. Use URL-encoding to use special characters (for example, `:`, `!`, `%`) in the key name."
x22-1919,cloudflare,GET,/accounts/{account_id}/realtime/kit/{app_id}/livestreams,fetch_all_livestreams,Fetch all livestreams,"Returns details of livestreams associated with the given App ID. It includes livestreams created by your App and RealtimeKit meetings that are livestreamed by your App. If you only want details of livestreams created by your App and not RealtimeKit meetings, you can use the `exclude_meetings` query parameter."
x22-1542,cloudflare,GET,/accounts/{account_id}/magic/advanced_tcp_protection/configs/syn_protection/filters,listSynProtectionFiltersForAccount,List all SYN Protection filters.,List all SYN Protection filters for an account.
x22-2455,cloudflare,GET,/accounts/{account_id}/workers/workers/{worker_id}/previews/{preview_id}/deployments,workers.previews.deployments.list,List Preview Deployments,List all deployments for a Preview.
x22-4041,sentry,GET,/api/0/organizations/,listOrganizations,List Your Organizations,"Return a list of organizations available to the authenticated session in a region.
This is particularly useful for requests with a user bound context. For API key-based requests this will only return the organization that belongs to the key."
x22-1839,cloudflare,GET,/accounts/{account_id}/queues/{queue_id},queues-get,Get Queue,Returns details about a specific Queue.
x22-3096,cloudflare,DELETE,/zones/{zone_id}/custom_hostnames/{custom_hostname_id}/certificate_pack/{certificate_pack_id}/certificates/{certificate_id},custom-hostname-for-a-zone-delete_single_certificate_and_key_in_a_custom_hostname,Delete Single Certificate And Key For Custom Hostname,Delete a single custom certificate from a certificate pack that contains two bundled certificates. Deletion is subject to the following constraints. You cannot delete a certificate if it is the only remaining certificate in the pack. At least one certificate must remain in the pack.
x22-2639,cloudflare,GET,/radar/bgp/leaks/events,radar-get-bgp-route-leak-events,Get BGP route leak events,Retrieves the BGP route leak events.
x22-2065,cloudflare,GET,/accounts/{account_id}/scim/v2/Users,scim-users-list,List SCIM Users,"Lists account members as SCIM User resources. Supports optional filtering by `userName` (email) using the SCIM filter syntax (e.g. `userName eq ""user@example.com""`). Pagination is controlled via `startIndex` and `count` query parameters per RFC 7644 Section 3.4.2.4."
x22-0577,cloudflare,POST,/accounts/{account_id}/cloudforce-one/events/create/bulk,post_EventCreateBulk,Creates bulk events,"The `datasetId` parameter must be defined. To list existing datasets (and their IDs) in your account, use the [`List Datasets`](https://developers.cloudflare.com/api/resources/cloudforce_one/subresources/threat_events/subresources/datasets/methods/list/) endpoint."
x22-0467,cloudflare,DELETE,/accounts/{account_id}/browser-rendering/crawl/{job_id},brapi-delete_CancelCrawl,Cancel a crawl job.,Cancels an ongoing crawl job by setting its status to cancelled and stopping all queued URLs.
x22-3893,pagerduty,GET,/status_dashboards/{id},getStatusDashboardById,Get a single Status Dashboard by `id`,"Get a Status Dashboard by its PagerDuty `id`.

Scoped OAuth requires: `status_dashboards.read`"
x22-3678,pagerduty,DELETE,/escalation_policies/{id},deleteEscalationPolicy,Delete an escalation policy,"Deletes an existing escalation policy and rules. The escalation policy must not be in use by any services.

Escalation policies define which user should be alerted at which time.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#escalation-policies)

Scoped OAuth requires: `escalation_policies.write`"
x22-3576,pagerduty,POST,/{entity_type}/{id}/change_tags,createEntityTypeByIdChangeTags,Assign tags,"Assign existing or new tags.

A Tag is applied to Escalation Policies, Teams or Users and can be used to filter them.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#tags)

Scoped OAuth requires: `tags.write`"
x22-0231,cloudflare,PATCH,/accounts/{account_id}/ai-gateway/custom-providers/{id},aig-config-update-account-provider,Update a Account Provider,Updates an existing AI Gateway dataset.
x22-2435,cloudflare,GET,/accounts/{account_id}/workers/scripts/{script_name}/versions/{version_id},worker-versions-get-version-detail,Get Worker Script Version,Retrieves detailed information about a specific version of a Worker script.
x22-2617,cloudflare,GET,/radar/attacks/layer7/summary/managed_rules,radar-get-attacks-layer7-summary-by-managed-rules,Get layer 7 attacks by managed rules summary,Retrieves the distribution of layer 7 attacks by managed rules.
x22-3865,pagerduty,GET,/services/{id}/rules,listServiceEventRules,List Service's Event Rules,"List Event Rules on a Service.
<!-- theme: warning -->
> ### End-of-life
> Rulesets and Event Rules will end-of-life soon. We highly recommend that you [migrate to Event Orchestration](https://support.pagerduty.com/docs/migrate-to-event-orchestration) as soon as possible so you can take advantage of the new functionality, such as improved UI, rule creation, APIs and Terraform support, advanced conditions, and rule nesting.

Scoped OAuth requires: `services.read`"
x22-1616,cloudflare,GET,/accounts/{account_id}/magic/cloud/providers/{provider_id},providers-read,Read Cloud Integration,Read a Cloud Integration (Closed Beta).
x22-1456,cloudflare,PUT,/accounts/{account_id}/load_balancers/monitor_groups/{monitor_group_id},account-load-balancer-monitor-groups-update-monitor-group,Update Monitor Group,Modify a configured monitor group.
x22-1185,cloudflare,POST,/accounts/{account_id}/email-security/settings/block_senders,email_security_create_blocked_sender,Create blocked email sender,"Creates a new blocked sender pattern. Emails matching this pattern will be blocked from delivery. Patterns can be email addresses, domains, or IP addresses, and support regular expressions."
x22-2575,cloudflare,GET,/radar/as112/summary/protocol,radar-get-dns-as112-timeseries-by-protocol,Get AS112 DNS queries by DNS protocol summary,Retrieves the distribution of DNS queries to AS112 by protocol.
x22-1466,cloudflare,POST,/accounts/{account_id}/load_balancers/monitors/{monitor_id}/preview,account-load-balancer-monitors-preview-monitor,Preview Monitor,Preview pools using the specified monitor with provided monitor details. The returned preview_id can be used in the preview endpoint to retrieve the results.
x22-0050,cloudflare,DELETE,/accounts/{account_id}/access/ai-controls/mcp/servers/{id},mcp-portals-api-delete-servers,Delete an MCP Server,Deletes an MCP server from the account.
x22-4208,sentry,GET,/api/0/projects/{organization_id_or_slug}/{project_id_or_slug}/releases/{version}/files/,listProjectReleaseFiles,List a Project's Release Files,Retrieve a list of files for a given release.
x22-1445,cloudflare,PUT,/accounts/{account_id}/intel/sinkholes/{sinkhole_id},sinkhole-config-update-sinkhole,Update a sinkhole,"Replaces the name or R2 configuration of the specified sinkhole. This is a full replacement. All fields, including r2_secret, must be re-supplied. Omitting r2_secret overwrites the stored value with an empty string."
x22-2777,cloudflare,GET,/radar/http/top/browser_family,radar-get-http-top-browser-families,Get top user agent families by HTTP requests,"Retrieves the top user agents, aggregated in families, by HTTP requests."
x22-0327,cloudflare,DELETE,/accounts/{account_id}/ai/finetunes/{finetune_id},workers-ai-delete-finetune,Delete a Finetune,Delete a finetune. Any in-flight requests referencing the lora will fail after the files are deleted.
x22-0506,cloudflare,DELETE,/accounts/{account_id}/builds/triggers/{trigger_uuid},deleteTrigger,Delete a build trigger,Delete a trigger and cancel its unfinished builds.
x22-2010,cloudflare,GET,/accounts/{account_id}/resource-library/categories,getResourceLibraryCategories,List application categories,List application categories.
x22-3956,pagerduty,DELETE,/users/{id},deleteUser,Delete a user,"Remove an existing user.

Returns 400 if the user has assigned incidents unless your [pricing plan](https://www.pagerduty.com/pricing) has the `offboarding` feature and the account is [configured](https://support.pagerduty.com/docs/offboarding#section-additional-configurations) appropriately.

Note that the incidents reassignment process is asynchronous and has no guarantee to complete before the api call return.

[*Learn more about `offboarding` feature*](https://support.pagerduty.com/docs/offboarding).

Users are members of a PagerDuty account that have the ability to interact with Incidents and other data on the account.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#users)

Scoped OAuth requires: `users.write`"
x22-0242,cloudflare,PUT,/accounts/{account_id}/ai-gateway/gateways/{gateway_id}/datasets/{id},aig-config-update-dataset,Update a Dataset,Updates an existing AI Gateway dataset.
x22-1146,cloudflare,GET,/accounts/{account_id}/dns_firewall/{dns_firewall_id}/dns_analytics/report/bytime,dns-firewall-analytics-by-time,By Time,"Retrieves a list of aggregate metrics grouped by time interval.

See [Analytics API properties](https://developers.cloudflare.com/dns/reference/analytics-api-properties/) for detailed information about the available query parameters."
x22-0733,cloudflare,POST,/accounts/{account_id}/cloudforce-one/v2/brand-protection/letter/generate,post_LetterGenerate,Generate takedown letter,Generate a takedown letter from a template. Returns V4 JSON for text format or a PDF binary for pdf format.
x22-1438,cloudflare,GET,/accounts/{account_id}/intel/indicator-feeds/{feed_id}/uploads/{upload_id},custom-indicator-feeds-get-upload-status,Get indicator feed upload status,"Polls an asynchronously accepted upload. Continue polling after the
recommended `poll_after_seconds` delay until status is `Unified` or
`Error`. `Unified` is returned only after the durable loader finishes."
x22-3898,pagerduty,GET,/status_pages/{id}/impacts,listStatusPageImpacts,List Status Page Impacts,"List Impacts for a Status Page by Status Page ID.

Scoped OAuth requires: `status_pages.read`"
x22-3611,pagerduty,DELETE,/automation_actions/actions/{id},deleteAutomationAction,Delete an Automation Action,Delete an Automation Action
x22-2994,cloudflare,DELETE,/zones/{zone_id}/api_gateway/labels/user/{name},api-shield-delete-user-label,Delete a user-defined operation label,Deletes a user-defined label and removes its associations with web and API operations.
x22-2463,cloudflare,PATCH,/accounts/{account_id}/workers/workers/{worker_id}/versions/latest,patchLatestWorkerVersion,Patch Latest Worker Version,Only `/versions/latest` is supported. Creates a new Worker version by applying a JSON Merge Patch (RFC 7396) to the latest version. Patching a specific version ID is not supported. Omitted fields are inherited from the latest version.
x22-2018,cloudflare,PUT,/accounts/{account_id}/rules/lists/{list_id},lists-update-a-list,Update a list,Updates the description of a list.
x22-3116,cloudflare,DELETE,/zones/{zone_id}/dns_records/{dns_record_id},dns-records-for-a-zone-delete-dns-record,Delete DNS Record,Permanently removes a DNS record from the zone.
x22-3520,cloudflare,GET,/zones/{zone_id}/token_validation/config/{config_id},token-validation-config-get,Get a token validation configuration,Returns a JWT validation configuration by ID.
x22-0239,cloudflare,GET,/accounts/{account_id}/ai-gateway/gateways/{gateway_id}/datasets,aig-config-list-dataset,List Datasets,Lists all AI Gateway evaluator types configured for the account.
x22-0295,cloudflare,GET,/accounts/{account_id}/ai-search/namespaces/{name}/instances/{id},ai-search-namespace-fetch-instance,Get an AI Search instance.,Retrieve the configuration and status of an AI Search instance.
x22-1204,cloudflare,PATCH,/accounts/{account_id}/email-security/settings/domains/{domain_id},email_security_update_domain,Update an email domain,"Updates configuration for a protected email domain. Only provided fields will be modified. Changes affect delivery mode, security settings, and regional processing."
x22-3039,cloudflare,POST,/zones/{zone_id}/cache/origin_cloud_regions,origin-cloud-regions-create,Create an origin cloud region mapping,Adds a single IP-to-cloud-region mapping for the zone. The IP must be a valid IPv4 or IPv6 address and is normalized to canonical form before storage (RFC 5952 for IPv6). Returns 400 (code 1145) if a mapping for that IP already exists — use PATCH to update an existing entry. The vendor and region are validated against the list from `GET /zones/{zone_id}/cache/origin_cloud_regions/supported_regions`.
x22-0602,cloudflare,PATCH,/accounts/{account_id}/cloudforce-one/events/dataset/{dataset_id}/indicators/{indicator_id},patch_IndicatorUpdate,Updates an indicator,Updates an existing indicator's properties.
x22-3105,cloudflare,POST,/zones/{zone_id}/dns_records,dns-records-for-a-zone-create-dns-record,Create DNS Record,"Create a new DNS record for a zone.

Notes:
- A/AAAA records cannot exist on the same name as CNAME records.
- NS records cannot exist on the same name as any other record type.
- Domain names are always represented in Punycode, even if Unicode
  characters were used when creating the record."
x22-0478,cloudflare,GET,/accounts/{account_id}/browser-rendering/devtools/browser/{session_id}/json/protocol,brapi-get_DevtoolsJsonProtocol,Get Chrome DevTools Protocol schema.,"Returns the complete Chrome DevTools Protocol schema including all domains, commands, events, and types. This schema describes the entire CDP API surface."
x22-1607,cloudflare,PUT,/accounts/{account_id}/magic/cloud/onramps/{onramp_id},onramps-update,Update On-ramp,Update an On-ramp (Closed Beta).
x22-3220,cloudflare,DELETE,/zones/{zone_id}/healthchecks/preview/{healthcheck_id},health-checks-delete-preview-health-check,Delete Preview Health Check,Delete a health check.
x22-2094,cloudflare,GET,/accounts/{account_id}/secrets_store/stores/{store_id}/secrets/{secret_id},secrets-store-get-by-id,Get a secret by ID,Returns details of a single secret.
x22-0370,cloudflare,GET,/accounts/{account_id}/artifacts/namespaces,artifacts_namespaces_list,List namespaces,Lists Artifacts namespaces for an account.
x22-3357,cloudflare,PATCH,/zones/{zone_id}/rulesets/{ruleset_id}/rules/{rule_id},updateZoneRulesetRule,Update a zone ruleset rule,Updates an existing rule in a zone ruleset.
x22-3674,pagerduty,GET,/escalation_policies,listEscalationPolicies,List escalation policies,"List all of the existing escalation policies.

Escalation policies define which user should be alerted at which time.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#escalation-policies)

Scoped OAuth requires: `escalation_policies.read`"
x22-3840,pagerduty,GET,/schedules,listSchedules,List schedules,"List the on-call schedules.

A Schedule determines the time periods that users are On-Call.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#schedules)

Scoped OAuth requires: `schedules.read`"
x22-0509,cloudflare,GET,/accounts/{account_id}/builds/triggers/{trigger_uuid}/environment_variables,listEnvironmentVariables,List build variables,List build-time variables configured for a trigger. Secret values are not returned.
x22-3802,pagerduty,DELETE,/incidents/custom_fields/{field_id},deleteCustomFieldsField,Delete a Field,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields/{field_id}](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields~1{field_id}/delete)

Delete a Custom Field from the Base Incident Type.

Scoped OAuth requires: `custom_fields.write`"
x22-4043,sentry,PUT,/api/0/organizations/{organization_id_or_slug}/,updateOrganization,Update an Organization,Update various attributes and configurable settings for the given organization.
