row_id,truth_class,confidence,reason
428,x,low,road1b changes which teams access channel
122,w,high,rule4 creates own subscription
237,w,high,w cascade applies within own folder tree
303,r,high,read generates suggested route no save yet
357,x,low,road1a deletes message for all participants
189,w,high,w updates own sip domain attributes
304,w,high,rule5 creates own firewall bypass rule
299,w,high,w restores own config backup
430,w,high,w adds own workspace emoji
424,w,high,w renames own channel
312,w,high,w forks own sandbox
478,w,high,w sets own conversation topic
58,r,high,read downloaded profile list
45,r,high,read verification match result returned
115,w,high,rule4 creates own subscription
79,r,high,read device location retrieval
149,x,low,road1d streams live call to recording service
47,w,high,w creates own dedicated network
502,w,high,rule4 enables own user group definition
258,w,high,w associates own service to own trigger
492,w,high,w unpins own item from channel
507,r,low,read text says deprecated and non functional
152,w,low,rule9 stops own stream no third party named
6,w,high,w registers own application endpoints
38,w,high,rule1 updates own kyc identity record
16,r,high,read call forwarding status despite name
381,x,low,road1e submits invoice document to carrier
472,x,high,road1b removes user from conversation
476,w,high,w renames own conversation
410,x,low,road1a comment visible to other collaborators
119,w,high,rule4 creates own subscription
242,w,high,rule4 creates own barrier restriction definition
448,x,high,road1b invalidates another users session
351,w,high,w closes own support ticket
7,w,high,w creates own application profile
5,w,high,w creates own app instance
31,w,high,w creates own app deployment
396,w,high,w creates own report schedule
367,r,high,read validates content asin relations
36,w,high,w sets own device power saving mode
179,w,high,w creates own credential list
324,w,high,rule6 creates own sinkhole config
8,w,high,w submits own app metadata to platform
398,r,high,read capacity slots despite post method
284,x,high,road1b adds member to organization
24,r,high,read checks network quality confidence
339,w,high,w resizes own disk
216,w,low,w cancels own payment authorization before capture
186,w,high,w creates own credential list mapping
318,r,high,read searches autorag
333,w,high,w resumes own database resumes own billing
291,w,low,w creates issue in own linked tracker
199,w,high,w updates own usage trigger
499,w,high,w removes own star from item
137,r,high,read verifies frequent location
274,w,high,w creates own guild channel
223,r,high,read validates shopper id
212,r,high,read reads gift card balance
235,x,low,road1b legal hold restricts others items
255,w,high,w creates own event orchestration definition
175,w,high,w updates own caller id
319,w,low,w text contradictory leans create own widget
392,r,high,read lists eligible shipment services
117,w,high,rule4 creates own subscription
30,w,high,w deletes own esim profile irreversible ok
84,r,high,read device swap date
490,w,high,w uploads own file
177,x,high,road1d dequeues live call queue member
102,x,high,road1a sends sms otp to phone
452,x,high,road1b sets another user as workspace owner
250,w,high,w creates own automation action
246,w,high,rule2 edits account plain detail email alias
99,r,high,read subscription status of phone number
425,x,high,rule4 access bundle group allowlist for channel
208,x,high,road1c cancels order rolls back payments
166,x,low,road1c orders phone number from carrier registry
508,w,high,rule2 sets own profile photo
311,x,high,road1b invites user to join team
462,x,high,road1a sends ephemeral message to user
331,w,high,rule6 creates own oauth client
473,w,high,w leaves own conversation
336,w,high,rule9 cancels own backups no third party
253,w,high,w subscribes own account to business service
401,x,low,road1c generates carrier collection form
451,x,low,road1b schedules future removal of guest access
153,x,low,road1d transcribes live call
334,w,high,rule6 creates own dns domain
353,x,high,rule8 publishes scheduled broadcast live
467,w,high,w archives own conversation
501,w,high,rule4 disables own user group definition
165,x,low,road1c orders mobile phone number from carrier
378,w,low,w sandbox adds own inventory data
125,w,high,rule4 creates own subscription
107,w,high,w extends own qos session duration
341,w,high,w boots own linode into rescue mode
485,w,high,w adds own remote file reference
65,w,low,w releases own device callback to own endpoint
415,r,high,read searches by title
59,w,high,w performs lifecycle operation on own esim
272,w,high,w creates own thread container
181,w,high,w updates own credential resource
23,r,high,read checks sim swap status
